0				-5.39		7.0277747172384
1				-5.38		-inf
2				-5.37		-inf
3				-5.36		-inf
4				-5.35		-inf
5				-5.34		-inf
6				-5.33		-inf
7				-5.32		-inf
8				-5.31		-inf
9				-5.3		-inf
10			-5.29		-inf
11			-5.28		-inf
12			-5.27		-inf
13			-5.26		-inf
14			-5.25		-inf
15			-5.24		-inf
16			-5.23		-inf
17			-5.22		-inf
18			-5.21		-inf
19			-5.2		-inf
20			-5.19		-inf
21			-5.18		-inf
22			-5.17		-inf
23			-5.16		-inf
24			-5.15		-inf
25			-5.14		-inf
26			-5.13		-inf
27			-5.12		6.7577747172384
28			-5.11		-inf
29			-5.1		-inf
30			-5.09		6.7277747172384
31			-5.08		-inf
32			-5.07		7.0088047129024
33			-5.06		-inf
34			-5.05		-inf
35			-5.04		-inf
36			-5.03		-inf
37			-5.02		6.6577747172384
38			-5.01		-inf
39			-5			-inf
40			-4.99		6.6277747172384
41			-4.98		-inf
42			-4.97		7.3067447215744
43			-4.96		-inf
44			-4.95		-inf
45			-4.94		-inf
46			-4.93		-inf
47			-4.92		-inf
48			-4.91		6.8488047129024
49			-4.9		-inf
50			-4.89		-inf
51			-4.88		-inf
52			-4.87		-inf
53			-4.86		6.4977747172384
54			-4.85		6.4877747172384
55			-4.84		-inf
56			-4.83		-inf
57			-4.82		7.4120172266777
58			-4.81		6.924895971958
59			-4.8		6.7388047129024
60			-4.79		7.1267447215744
61			-4.78		-inf
62			-4.77		7.3108647042303
63			-4.76		-inf
64			-4.75		6.3877747172384
65			-4.74		-inf
66			-4.73		6.3677747172384
67			-4.72		6.3577747172384
68			-4.71		-inf
69			-4.7		-inf
70			-4.69		6.6288047129024
71			-4.68		6.3177747172384
72			-4.67		6.9098347085663
73			-4.66		-inf
74			-4.65		6.764895971958
75			-4.64		6.2777747172384
76			-4.63		6.2677747172384
77			-4.62		6.8598347085663
78			-4.61		6.5488047129024
79			-4.6		6.5388047129024
80			-4.59		6.5288047129024
81			-4.58		-inf
82			-4.57		6.5088047129024
83			-4.56		6.8967447215744
84			-4.55		6.1877747172384
85			-4.54		-inf
86			-4.53		6.1677747172384
87			-4.52		6.634895971958
88			-4.51		6.624895971958
89			-4.5		7.0408647042303
90			-4.49		6.7298347085663
91			-4.48		6.1177747172384
92			-4.47		7.0108647042303
93			-4.46		6.0977747172384
94			-4.45		6.0877747172384
95			-4.44		6.3788047129024
96			-4.43		6.3688047129024
97			-4.42		6.9028727572526
98			-4.41		6.825925967622
99			-4.4		-inf
100			-4.39		6.9820172266777
101			-4.38		6.6198347085663
102			-4.37		6.6098347085663
103			-4.36		6.5998347085663
104			-4.35		6.5898347085663
105			-4.34		6.9320172266777
106			-4.33		6.745925967622
107			-4.32		6.8028727572526
108			-4.31		6.5498347085663
109			-4.3		6.715925967622
110			-4.29		6.8308647042303
111			-4.28		5.9177747172384
112			-4.27		6.8108647042303
113			-4.26		6.8977747172384
114			-4.25		5.8877747172384
115			-4.24		6.5767447215744
116			-4.23		6.4698347085663
117			-4.22		6.635925967622
118			-4.21		6.8477747172384
119			-4.2		6.6828727572526
120			-4.19		6.7820172266777
121			-4.18		6.4198347085663
122			-4.17		6.7108647042303
123			-4.16		6.6428727572526
124			-4.15		6.7877747172384
125			-4.14		6.555925967622
126			-4.13		6.244895971958
127			-4.12		6.6608647042303
128			-4.11		6.7891674023966
129			-4.1		6.3398347085663
130			-4.09		6.5728727572526
131			-4.08		6.495925967622
132			-4.07		6.6108647042303
133			-4.06		6.2998347085663
134			-4.05		5.9888047129024
135			-4.04		6.5808647042303
136			-4.03		6.3667447215744
137			-4.02		6.5028727572526
138			-4.01		6.3467447215744
139			-4			6.415925967622
140			-3.99		6.104895971958
141			-3.98		5.6177747172384
142			-3.97		6.3067447215744
143			-3.96		6.5977747172384
144			-3.95		6.1898347085663
145			-3.94		6.355925967622
146			-3.93		6.2667447215744
147			-3.92		5.5577747172384
148			-3.91		6.2467447215744
149			-3.9		5.5377747172384
150			-3.89		6.2267447215744
151			-3.88		5.994895971958
152			-3.87		6.1098347085663
153			-3.86		5.974895971958
154			-3.85		6.1867447215744
155			-3.84		5.954895971958
156			-3.83		5.4677747172384
157			-3.82		6.1567447215744
158			-3.81		5.4477747172384
159			-3.8		6.1367447215744
160			-3.79		5.7288047129024
161			-3.78		5.7188047129024
162			-3.77		-inf
163			-3.76		5.874895971958
164			-3.75		5.6888047129024
165			-3.74		5.6788047129024
166			-3.73		5.6688047129024
167			-3.72		5.3577747172384
168			-3.71		5.3477747172384
169			-3.7		5.3377747172384
170			-3.69		-inf
171			-3.68		5.3177747172384
172			-3.67		-inf
173			-3.66		5.2977747172384
174			-3.65		5.2877747172384
175			-3.64		-inf
176			-3.63		5.2677747172384
177			-3.62		5.5588047129024
178			-3.61		5.2477747172384
179			-3.6		5.2377747172384
180			-3.59		-inf
181			-3.58		-inf
182			-3.57		-inf
183			-3.56		5.1977747172384
184			-3.55		5.1877747172384
185			-3.54		-inf
186			-3.53		-inf
187			-3.52		5.1577747172384
188			-3.51		-inf
189			-3.5		-inf
190			-3.49		-inf
191			-3.48		-inf
192			-3.47		-inf
193			-3.46		-inf
194			-3.45		-inf
195			-3.44		-inf
196			-3.43		-inf
197			-3.42		-inf
198			-3.41		-inf
199			-3.4		-inf
200			-3.39		-inf
201			-3.38		-inf
202			-3.37		-inf
203			-3.36		-inf
204			-3.35		-inf
205			-3.34		-inf
206			-3.33		-inf
207			-3.32		-inf
208			-3.31		-inf
209			-3.3		-inf
210			-3.29		-inf
