1	854663
1.001	853809
1.002	852957
1.003	852104
1.00401	851253
1.00501	850403
1.00602	849553
1.00702	848704
1.00803	847857
1.00904	847010
1.01005	846163
1.01106	845318
1.01207	844474
1.01308	843630
1.01409	842787
1.01511	841945
1.01612	841104
1.01714	840264
1.01815	839425
1.01917	838586
1.02019	837748
1.02121	836911
1.02223	836075
1.02325	835240
1.02428	834406
1.0253	833572
1.02633	832739
1.02735	831907
1.02838	831076
1.02941	830246
1.03044	829417
1.03147	828588
1.0325	827760
1.03353	826933
1.03457	826107
1.0356	825282
1.03664	824457
1.03767	823634
1.03871	822811
1.03975	821989
1.04079	821168
1.04183	820348
1.04287	819528
1.04392	818709
1.04496	817891
1.046	817074
1.04705	816258
1.0481	815443
1.04915	814628
1.05019	813814
1.05124	813001
1.0523	812189
1.05335	811378
1.0544	810567
1.05546	809757
1.05651	808948
1.05757	808140
1.05863	807333
1.05968	806526
1.06074	805721
1.0618	804916
1.06287	804112
1.06393	803308
1.06499	802506
1.06606	801704
1.06712	800903
1.06819	800103
1.06926	799304
1.07033	798505
1.0714	797708
1.07247	796911
1.07354	796115
1.07462	795319
1.07569	794525
1.07677	793731
1.07784	792938
1.07892	792146
1.08	791355
1.08108	790564
1.08216	789774
1.08324	788985
1.08433	788197
1.08541	787410
1.0865	786623
1.08758	785837
1.08867	785052
1.08976	784268
1.09085	783484
1.09194	782702
1.09303	781920
1.09413	781139
1.09522	780358
1.09631	779579
1.09741	778800
1.09851	778022
1.09961	777245
1.10071	776468
1.10181	775692
1.10291	774917
1.10401	774143
1.10512	773370
1.10622	772597
1.10733	771826
1.10843	771054
1.10954	770284
1.11065	769515
1.11176	768746
1.11287	767978
1.11399	767211
1.1151	766444
1.11622	765679
1.11733	764914
1.11845	764150
1.11957	763386
1.12069	762624
1.12181	761862
1.12293	761101
1.12405	760340
1.12518	759581
1.1263	758822
1.12743	758064
1.12856	757306
1.12969	756550
1.13081	755794
1.13195	755039
1.13308	754285
1.13421	753531
1.13534	752778
1.13648	752026
1.13762	751275
1.13875	750525
1.13989	749775
1.14103	749026
1.14217	748278
1.14332	747530
1.14446	746783
1.1456	746037
1.14675	745292
1.1479	744547
1.14904	743804
1.15019	743061
1.15134	742318
1.15249	741577
1.15365	740836
1.1548	740096
1.15596	739356
1.15711	738618
1.15827	737880
1.15943	737143
1.16059	736406
1.16175	735671
1.16291	734936
1.16407	734201
1.16524	733468
1.1664	732735
1.16757	732003
1.16874	731272
1.1699	730541
